STATUS,CATEGORY1,CATEGORY2,CATEGORY3,MEASURE1,MEASURE2,MEASURE3,MEASURE4,MEASURE5,MEASURE6,MEASURE7,MEASURE8,MEASURE9,MEASURE10,MEASURE11,MEASURE12,MEASURE13,MEASURE14,MEASURE15,MEASURE16,MEASURE17
non-failed,PE,no,no,231,170130,383,566,7403,3993,5072,8820,18056,76010,74136,92953,86199,116263,160787,51810,55
non-failed,PE,no,no,288,165439,1300,7188,13564,7157,15831,31514,33598,91830,55253,77464,79832,59434,149760,64469,3
non-failed,PE,no,no,290,612456,2823,4604,120269,131355,162292,205838,196932,441783,279339,267192,201898,155018,343592,57684,37
non-failed,PE,no,no,546,437632,553,889,21087,5354,5399,7549,9476,12533,21353,41945,50480,74653,139738,54367,20
non-failed,PE,no,no,18,3160,9,146,2369,58,37,40,22,25,59,39,40,32,409,117,0
non-failed,PE,no,no,1182,818478,3503,19625,61958,13429,19742,33660,65524,404005,197913,189381,256290,352267,683373,587623,59
non-failed,PE,no,no,4231,3579111,10035,13390,317279,117228,153028,305535,672981,1952918,1326827,1552377,1651895,1117694,1304629,565838,1699
non-failed,PE,no,no,963,3966542,6741,11710,330273,67376,85947,129125,201410,835305,540973,701293,890994,1048973,2185323,896867,740
non-failed,PE,no,no,1177,822294,2145,2684,31423,4351,5090,4190,6129,26549,133963,643176,980142,1362346,2181703,1001810,436
non-failed,PE,no,no,2152,2762096,9582,8702,162015,36348,39708,51402,76848,182247,193703,389378,599211,739829,1238995,551110,425
non-failed,PE,no,no,2863,2817713,14626,14516,243219,135089,229694,415255,652210,1377045,1309390,1957443,1892000,1342440,1366840,522070,2782
non-failed,PE,no,no,2762,2027099,6070,9969,127496,62120,91318,152683,292131,1258735,870663,1245135,1418612,1102393,1466622,867958,1610
non-failed,PE,no,no,1864,3432942,9597,11978,95816,17378,21187,31127,57369,700910,444075,389381,500420,578217,1618004,1311265,1214
non-failed,PE,no,no,2739,4530509,13784,16242,206869,156415,333630,718616,1029955,1994015,2370110,3100843,2777483,2028071,1883633,624377,5425
non-failed,PE,no,no,1583,1480781,4170,9424,113733,45595,83415,156442,227783,782508,488975,637515,705787,581971,775129,514824,289
non-failed,PE,no,no,2439,2004121,4857,24952,150894,77928,126837,244852,428153,1821473,1370462,1760254,1750192,1336445,1448199,536554,2412
non-failed,PE,no,no,1369,1640623,4378,4425,55759,20619,30448,47748,78234,238323,243405,418107,616093,632323,1097998,530059,1128
non-failed,PE,no,no,2537,2247222,9319,6193,131280,53651,77273,116357,179787,476911,505058,711011,764694,602282,842090,420397,1604
non-failed,PE,no,no,1470,1858488,29214,19757,214227,68163,100737,157705,225634,269319,297213,369200,422033,360458,423420,292692,523
non-failed,PE,no,no,2328,1329657,3649,6463,49719,20567,28976,49240,90545,493062,338995,551632,690862,741356,1823706,1605559,1251
non-failed,PE,no,no,1593,2248931,5265,12404,105053,21343,28411,41266,103493,270828,358346,499405,526883,580429,1049930,415955,1323
non-failed,PE,no,no,2273,1036836,3687,4192,172507,80045,115754,180139,217901,463104,372808,539811,670554,653018,968396,552093,286
non-failed,PE,no,no,1216,2455137,2628,2915,221573,43670,66001,129769,252670,824050,590123,787356,1025896,1194300,1789687,655425,728
non-failed,PE,no,no,492,773682,2229,2713,43920,21442,27711,39021,56008,115101,156430,252236,285654,223669,288578,55629,1103
non-failed,PE,no,no,466,286706,395,693,15346,6846,14976,19259,42448,276843,98962,106357,168206,159758,298534,50139,158
non-failed,PE,no,no,737,597948,3630,2401,9561,5714,5952,6418,8772,12174,19673,33294,101010,258100,995069,462177,162
non-failed,PE,no,no,689,416375,872,1419,11321,10946,33656,78427,147339,404442,259718,339048,277065,144766,252064,162974,485
non-failed,PE,no,no,116,59165,180,282,3196,1168,1521,1960,4658,7693,9599,19604,37067,43615,190883,84934,26
non-failed,PE,no,no,137,7208,68,81,3704,87,121,143,165,249,166,207,114,154,317,23,0
non-failed,PE,no,no,1414,2562983,4658,6729,72075,29545,60710,146905,269884,888083,615271,812750,895406,660145,824408,506963,543
non-failed,PE,no,no,2315,3478887,5913,8294,440545,61369,109808,193815,255933,464638,516954,756391,800879,727938,1049460,416513,768
non-failed,PE,no,no,3141,921167,3780,6719,133701,74677,167646,279215,373533,835934,485151,501919,506210,393786,729571,507532,63
non-failed,PE,no,no,1206,1892665,3781,7784,124717,27755,38435,58438,111390,650656,563921,699768,628768,537440,889166,662153,433
non-failed,PE,no,no,2739,4386703,16657,30369,437634,123359,182557,326213,552677,1005217,1206328,1698626,1857330,1700949,2271974,655209,1469
non-failed,PE,no,no,3301,1122573,6734,9328,134857,63704,90129,175151,340629,1376998,657456,785907,1036532,593860,703638,405377,220
non-failed,PE,no,no,3038,3968354,8948,11182,171507,53830,73851,111919,178841,446295,775364,1494457,1678192,1597785,2241160,745472,3486
non-failed,PE,no,no,1973,9983679,39870,24885,347541,111553,141101,209970,335675,704355,492756,581675,961607,959093,1098737,547650,50
non-failed,PE,no,no,1469,4769773,9652,19237,360305,156860,147847,170961,216184,341089,469336,801279,1037458,1251149,1939619,405486,3598
non-failed,PE,no,no,1368,1376011,5287,6544,134194,39926,49241,75106,123139,253268,284813,495004,567758,612612,925773,360395,246
non-failed,PE,no,no,1123,3570897,7645,48644,309111,98388,30049,34587,49423,195697,313744,926813,1178860,1648371,3265115,2593191,2380
non-failed,PE,no,no,597,799209,3160,4770,33766,23156,51751,122094,270060,1992967,498622,159591,215382,106905,19324,9932,2
non-failed,PE,no,no,4354,3487988,57855,35580,1221045,362588,581576,1220064,1900046,2438038,3319991,3693594,2829990,1538136,891312,166987,3845
non-failed,PE,no,no,2785,5099110,8369,10037,214799,112948,214239,409138,552328,1500829,1597571,2807362,2534203,1604584,1986452,961696,1478
non-failed,PE,no,no,1185,1080786,21418,15768,67205,22882,19948,25408,48115,189711,230099,459444,625695,739939,1088002,771268,358
non-failed,PE,no,no,2415,4665791,7362,10282,212338,62947,91141,163098,284038,1278965,1233928,1816120,2152389,2006308,1939020,721911,3671
non-failed,PE,no,no,1266,1890259,4742,20587,89076,16934,32426,36658,62080,310684,310094,549040,614928,669975,1050776,364528,2462
non-failed,PE,no,no,814,436656,5587,8358,41863,13131,13260,14139,25875,304155,120370,182128,207004,189421,362351,255872,128
non-failed,PE,no,no,3000,4027075,4408,10257,237897,73680,97272,154554,235239,353490,385894,609655,765431,786628,934862,329615,1413
non-failed,PE,no,no,773,1194080,6423,12617,64431,65463,193052,353029,545108,728434,456435,286508,149338,52728,34660,32929,63
non-failed,PE,no,no,6592,2051046,5034,21577,1036960,240649,164531,150792,144879,171426,131138,116588,108892,95519,168914,78880,5
non-failed,PE,no,no,2159,1248497,4317,6365,96366,23621,25162,34213,47887,163342,204011,509356,753144,706870,941365,295721,1589
non-failed,PE,no,no,1555,1659320,3212,3473,81870,20188,22036,25348,34242,48687,105531,291734,393188,438847,666886,195166,1253
non-failed,PE,no,no,6768,2287818,10463,22917,590374,169705,175289,159922,133979,131263,77634,67397,88970,79309,113450,136624,14
non-failed,PE,no,no,1109,2144416,4611,3764,48622,17376,21781,33778,50054,94175,141494,423835,467051,565756,871840,504222,166
non-failed,PE,no,no,2035,4339342,19836,21407,124116,88904,174239,348801,741380,1994294,1605646,1524146,1249810,777252,871027,452638,806
non-failed,PE,no,no,1998,3299812,5288,6135,175504,48859,78218,176982,424998,651916,1691757,3432584,3515160,2658731,2069510,548772,17088
non-failed,PE,no,no,2101,3359677,24515,13880,121492,132475,283848,532175,793564,1993633,1699672,2343275,2338046,1193502,1100889,594958,1631
non-failed,PE,no,no,1413,1252815,5337,30031,118808,58950,28647,23305,28003,73911,132806,346928,416956,351524,502473,550717,1179
non-failed,PE,no,no,1748,1030522,4501,5030,85032,28302,33499,44851,59880,113193,182538,350988,500796,503393,861537,471680,1764
non-failed,PE,no,no,2720,2492453,5582,13246,73242,22382,21912,35773,69114,531810,733082,1076048,1301836,990964,2263175,1129566,1537
non-failed,PE,no,no,1766,3355289,15297,24354,129764,72900,122075,227023,393996,3514244,1499631,710445,725913,573598,941642,634043,111
non-failed,PE,no,no,1860,1756927,7058,8323,196534,106184,169971,296752,469054,711809,1299580,2135354,2430163,2101554,1756297,467192,4688
non-failed,PE,no,no,1580,2512178,3839,4283,37759,18005,43822,101057,198204,457318,434647,756142,998205,1146071,1824907,873348,2742
non-failed,PE,no,no,671,257626,771,1422,37963,3714,4325,5731,9470,18753,47656,85532,108067,110622,155604,46312,100
non-failed,PE,no,no,620,1031254,1845,4800,67332,31861,36304,52785,87457,212245,150706,184898,227018,268185,687645,457819,54
non-failed,PE,no,no,795,838147,5143,6260,55931,27972,34701,53024,72300,321497,186159,242801,307557,287672,749978,449294,1354
non-failed,NA,no,no,690,291773,1419,1466,18649,5900,5958,7819,12447,39162,51726,118993,170634,197495,276292,64854,116
non-failed,PE,no,no,668,827925,1853,5048,26882,28807,14667,16828,24508,54550,69250,144683,289658,434491,1077268,639056,572
non-failed,PE,no,no,926,2349778,4813,4698,96464,91869,242654,560494,695205,891301,845609,744554,542237,327283,357652,87549,141
non-failed,PE,no,no,992,2788451,4606,5733,94670,33690,55519,95168,147410,195031,234831,286630,294432,294888,630636,276744,31
non-failed,PE,no,no,985,1211386,2737,4541,133102,153911,308023,449471,497448,838895,476320,350564,268945,165047,366874,117423,103
non-failed,PE,no,no,734,493844,39189,78999,52321,15025,18141,27119,46882,286836,176140,226646,218401,71542,77449,34048,50
non-failed,PE,no,no,746,350713,2035,4384,15657,14091,24871,49709,90525,750042,274092,133391,62424,27231,13543,2946,1
non-failed,PE,no,no,214,391350,1217,1090,20520,7338,9635,12335,17822,29151,49232,79021,94755,98041,308870,112839,23
non-failed,PE,no,no,648,1101526,2539,3760,34887,33790,92748,208527,304081,326898,371216,529759,555208,246363,159158,40696,943
non-failed,PE,no,no,114,51961,146,951,10340,3310,4141,6856,10146,17998,30144,52708,73390,74603,89413,16831,5
non-failed,PE,no,no,271,399547,2138,1711,10974,3690,3848,5893,11636,81661,163880,287943,330305,136317,164206,78624,839
non-failed,PE,no,no,424,530672,16800,6831,54208,10011,12443,16433,21701,129981,79265,105536,95306,142385,467684,113127,468
non-failed,PE,no,no,343,196563,414,1255,14802,3593,4678,5866,7100,9166,15648,49717,61198,45411,56606,40402,62
non-failed,PE,no,no,328,172360,500,1125,14381,3098,4702,5550,7731,19813,18180,22903,25300,36943,151781,44662,48
non-failed,NA,no,no,74,21123,343,692,5237,489,582,866,757,2803,695,1196,1507,2056,6874,5127,0
non-failed,PE,no,no,5473,3222363,15224,13087,235874,62459,72656,96397,147002,272477,530598,1023393,1222310,1013774,1010111,474506,935
non-failed,PE,no,no,1517,1888418,4419,8700,197321,48465,75582,118635,171133,258503,290234,522953,741777,717702,1443533,602741,413
non-failed,PE,no,no,2632,3197877,48729,88413,313477,84656,96863,153547,265686,689177,854774,1879678,1799209,1631796,2168548,1104819,3864
non-failed,PE,no,no,1937,4522398,13689,20356,224854,84844,144026,244504,360599,1074336,825273,1006226,981330,543773,521880,210171,305
non-failed,PE,no,no,1518,2324820,7813,17491,162921,47856,68096,133441,266005,1990292,785512,652457,847825,741164,856916,345804,1447
non-failed,PE,no,no,2733,2733651,17753,19900,187812,62691,74632,121077,197334,853143,511938,658565,756714,643545,1062435,660147,275
non-failed,PE,no,no,863,429852,8528,4797,27578,17153,28798,48876,87069,428279,708686,892228,609059,480876,486296,191347,1257
non-failed,PE,no,no,1730,1411612,5180,29077,112503,32911,44453,69572,122503,686163,335727,299123,430092,501259,839601,457983,527
non-failed,PE,no,no,1122,2128572,3373,6380,97563,31812,47792,84345,139787,931325,451095,383057,440586,398097,651615,333752,302
non-failed,PE,no,no,3454,3924678,15683,17709,226843,114503,173843,316714,475305,1405221,1040254,1472644,1826307,1766614,2587986,1681232,3431
non-failed,PE,no,no,1966,4032894,9413,9503,240999,116977,168620,273343,407937,1060481,898383,1169282,1264333,972101,1146742,533601,1489
non-failed,PE,no,no,2202,5196146,14597,29220,354092,93429,131771,227858,367770,819384,1093837,1754758,1964938,1870059,2518087,673248,3308
non-failed,PE,no,no,2363,2377423,13090,23891,164147,76029,115190,207650,264102,497914,433004,588596,714368,691244,1203429,465973,953
non-failed,PE,no,no,1802,2314332,53277,35989,72017,17820,26113,43506,76356,148168,292061,560355,775492,856283,1101244,218714,1467
non-failed,PE,no,no,2019,2233763,10402,39518,171607,140502,223846,320279,382778,868711,553162,567856,611554,415623,581297,261537,655
non-failed,PE,no,no,1180,1570779,18314,8902,100217,45774,68759,133274,198847,340076,517114,823427,950888,645009,745206,248919,516
non-failed,PE,no,no,845,687567,2873,3930,37897,29135,40269,77923,134809,578561,282946,200708,283696,221662,269169,137001,36
non-failed,PE,no,no,1250,1781540,19201,24010,126164,41902,55448,69216,93325,210094,300520,677716,834860,862811,1667534,595404,3904
non-failed,PE,no,no,2625,4642202,5911,6269,120134,49509,92116,182037,315882,759489,1486266,2062717,1933006,1730427,2472008,1631746,7248
non-failed,PE,no,no,1557,1610027,2645,6472,72054,57281,90156,134251,181195,562900,153036,90593,85379,104246,208718,213049,47
non-failed,PE,no,no,1856,2980939,11572,10715,114765,102214,174184,369697,634986,914033,1414589,1902325,1875893,1457638,2027337,1315612,3647
non-failed,PE,no,no,2892,2981589,9877,11482,233268,219306,453712,742647,963788,1124389,1941624,2436981,2164643,1119724,835871,260697,6961
non-failed,PE,no,no,1535,1834285,10204,10474,74513,53966,99312,208470,396016,1089189,1356313,1816337,1835188,1130899,725162,189697,4618
non-failed,PE,no,no,1568,3872995,8990,7772,62806,21788,43787,96375,205992,381998,653642,1065759,1319689,1177465,1271609,543083,2126
non-failed,PE,no,no,1499,836385,18889,32582,70375,16367,21562,21854,35277,308023,210147,280171,315074,381598,1021963,1282421,509
non-failed,PE,no,no,3238,1537421,4550,4323,37812,32183,50524,102311,208637,773664,336881,406484,412524,343887,860600,560121,889
non-failed,PE,no,no,1106,597519,2572,4386,45827,10328,12632,17508,25948,35407,51552,95207,138911,143358,263868,115574,171
non-failed,PE,no,no,388,509229,993,7444,24543,3073,3650,6488,16198,443973,132687,111159,159416,92164,180881,137209,25
non-failed,PE,no,no,2159,892118,5770,31935,91335,35393,35684,48984,84178,348053,214458,402771,615640,717355,1540140,586691,685
non-failed,PE,no,no,666,605158,2260,2881,31438,55846,122967,233095,325000,546345,487005,484235,355088,168631,124909,22072,410
non-failed,PE,no,no,633,1143284,4746,8798,62504,15109,18177,23331,28972,39828,57962,105736,92417,55852,56622,34403,113
non-failed,PE,no,no,360,291524,795,1392,18958,12692,19301,27262,38877,90849,169790,243422,182955,104032,96655,33910,222
non-failed,PE,no,no,498,606734,8210,13462,119488,30469,11120,29256,13350,88567,24463,23723,37791,106721,707211,218123,88
non-failed,PE,no,no,231,233582,427,622,24896,3389,4726,6275,8655,9004,14064,44540,77898,62047,92486,61140,67
non-failed,PE,no,no,3236,4804392,3151,5244,184438,22607,26643,32854,43238,65192,135850,456726,633738,594513,864770,1108484,796
non-failed,PE,no,no,5771,8212530,31043,40212,433100,81458,83046,116986,167187,557857,417629,643889,1111366,1642925,3819398,2126405,5140
non-failed,PE,no,no,1457,1208637,3308,5327,109621,29015,37021,66208,101668,237956,411259,596862,563687,488175,689939,294711,554
non-failed,PE,no,no,13753,4430285,19737,48717,570126,105438,124600,183995,257813,591551,463252,837545,1615506,2187952,4656669,2731090,1890
non-failed,PE,no,no,2300,3107047,8437,8022,246057,75415,118848,257541,519177,1529480,1092366,1424997,1483901,823949,1147865,426157,1478
non-failed,PE,no,no,1795,3377204,21704,64716,111990,42973,89036,236575,396598,1112712,615319,788709,781575,370069,473833,221526,328
non-failed,PE,no,no,2172,2542607,14345,13072,198897,63664,80244,115200,160751,400115,327516,610507,1040241,1126460,2166357,691926,1851
non-failed,PE,no,no,3347,2600694,8157,10521,181946,84242,124387,227185,478928,2030436,1579227,2607359,3280134,1456646,1238172,507096,591
non-failed,PE,no,no,2328,3615677,8904,20095,169390,57626,91919,154020,216654,750505,523961,826470,1021239,971656,1613352,876840,641
non-failed,PE,no,no,1654,2515923,21402,18432,190942,43392,59561,108983,233523,590723,677238,1003004,1244575,929563,795930,276330,1004
non-failed,PE,no,no,812,1629139,4167,5627,224058,52168,82657,144707,192487,282624,333183,444631,464974,415174,520192,174419,109
non-failed,PE,no,no,1223,1339000,4314,6066,149743,29159,29331,36450,59577,258067,144147,135574,212386,407448,1336665,995448,145
non-failed,PE,no,no,1554,3379081,3904,3899,183725,22588,24102,35299,56918,164338,128239,326056,544042,776206,1739073,1858761,95
non-failed,PE,no,no,2741,2900375,10493,9887,95477,50218,77817,129987,218388,628584,574481,942306,1187216,1011523,1536150,547976,4072
non-failed,PE,no,no,5216,5004709,13314,10501,118537,29819,48607,70202,94590,396176,676496,1236241,1393688,913598,1032764,590798,1300
non-failed,PE,no,no,4341,2409898,6136,24968,1058213,258844,174711,138243,123318,124325,125744,127743,135210,120872,131376,75522,8
non-failed,PE,no,no,1667,3164402,9623,10175,114266,52828,64602,78830,142213,1230160,381807,284994,715048,851918,1850607,966948,58
non-failed,PE,no,no,1652,3289750,5136,5513,163364,62763,108299,228246,431137,936159,990056,1336918,1362048,1170564,1332085,386660,1743
non-failed,PE,no,no,2302,1536563,7792,7912,178838,91454,173180,342045,505588,1090990,862192,989031,902612,607113,783866,367087,1152
non-failed,PE,no,no,2820,3351007,8810,8297,134834,44955,54842,76266,115489,347898,353309,483057,679158,783022,1362438,995469,299
non-failed,PE,no,no,2105,4464337,11858,16368,166812,87541,104521,181073,400174,2076654,1606954,1832992,1815467,906487,1021647,370444,906
non-failed,PE,no,no,2359,1863978,13747,16374,71735,123811,392346,736621,1095776,1887743,2718489,2935747,2202867,1486406,1260719,352754,1951
non-failed,PE,no,no,891,1602822,2568,3300,55959,40541,102548,233841,353183,506464,497097,601810,577148,423637,434492,153475,934
non-failed,PE,no,no,826,555864,3051,2863,61859,28113,33466,48163,69492,206995,151478,156712,195432,276296,610733,386914,98
non-failed,PE,no,no,1456,958106,1938,3563,52658,10668,20932,35107,42737,113301,125439,392204,701612,560661,849477,661374,1886
non-failed,NA,no,no,1197,2403801,2846,22081,125003,21195,27255,39507,53581,87523,175901,298215,368059,320203,388692,143388,484
non-failed,PE,no,no,293,278077,2223,9456,41508,3994,3481,4283,5617,10842,11870,18557,27317,37958,105898,48458,22
non-failed,PE,no,no,987,1047821,2161,5258,82030,25642,26489,30857,38299,65677,131229,319187,259136,130875,156606,104468,504
non-failed,PE,no,no,359,638615,1229,5066,6753,4930,7513,8778,17595,288991,167666,212590,219168,63534,113778,70172,93
non-failed,PE,no,no,2866,3150324,14421,30577,281364,67586,72557,102591,174380,566111,592315,1064721,1482884,1506283,2355454,793081,856
non-failed,PE,no,no,531,311184,2508,3712,31631,9329,11252,21096,36643,170594,152381,136279,107569,122080,237864,75267,58
non-failed,PE,no,no,1914,6427385,4957,4512,169322,27472,28039,41050,71957,195763,427125,879189,2006414,2157508,1019877,455210,211
non-failed,PE,no,no,3789,4863919,13777,13725,168755,62934,100843,203502,355325,1031213,872869,1403044,1711332,1728106,2960160,1285854,1791
non-failed,PE,no,no,442,241701,618,587,10260,1875,2576,4647,11790,29713,62887,128328,237025,360008,584132,200994,6
non-failed,PE,no,no,1030,763109,4496,5847,101980,63191,128521,251648,340450,739593,387420,303222,327631,194887,111735,38707,18
non-failed,PE,no,no,1327,1619734,9429,15733,98385,35602,55899,112219,210497,447714,355136,459451,517798,504666,653230,366597,456
non-failed,PE,no,no,1920,2338781,75195,70674,182073,69316,78713,121191,186546,482722,461428,635898,752716,869646,1840224,1180955,744
non-failed,PE,no,no,667,1441135,4711,5113,111650,33988,37840,51980,76306,121616,321609,726579,731693,773270,1296832,585297,649
non-failed,PE,no,no,664,398680,940,2605,12380,9595,15777,26654,49724,886227,116776,61438,33214,20727,33761,48906,0
non-failed,PE,no,no,1912,1974232,38795,50689,142302,67869,81198,141497,345962,858212,351874,423837,690387,921102,1407877,745601,749
non-failed,PE,no,no,2903,3202580,6368,8459,138143,55064,74661,116316,171629,350436,729195,1002510,1071396,988644,1114596,460614,2296
non-failed,PE,no,no,1228,1847026,6537,8349,323600,85143,107773,154592,228831,457645,415099,652909,857511,1060563,2071172,811637,1437
non-failed,PE,no,no,1867,2203935,7155,4375,121780,33015,41619,78490,95882,174815,372996,645544,884566,838694,843523,188001,3840
non-failed,PE,no,no,657,1266037,6908,4549,57863,40643,66945,107985,179721,470211,460795,729165,680299,569240,806330,200813,634
non-failed,PE,no,no,868,1127338,3620,17545,84358,26226,33428,56341,84794,228144,285683,500516,536517,384818,430524,140605,272
